barra	utm_x	utm_y
B_514	-466477005	-235223164
B_513	-466476894	-235223689
B_512	-466477580	-235216573
B_511	-466477276	-235216898
B_510	-466477347	-235195700
B_509	-466472071	-235204310
B_508	-466473197	-235202184
B_507	-466473295	-235202072
B_506	-466474261	-235200961
B_505	-466475504	-235198509
B_504	-466475566	-235198391
B_503	-466477034	-235195602
B_502	-466477842	-235216802
B_501	-466477682	-235217096
B_500	-466477576	-235221894
B_499	-466477095	-235223245
B_498	-466478392	-235231068
B_497	-466478323	-235231248
B_496	-466477755	-235222054
B_495	-466478470	-235220847
B_494	-466478666	-235217559
B_493	-466476863	-235219581
B_492	-466478709	-235220443
B_491	-466479173	-235231397
B_490	-466484861	-235234260
B_489	-466483859	-235233839
B_488	-466479121	-235231591
B_487	-466482249	-235221945
B_486	-466480049	-235220975
B_485	-466478480	-235220829
B_484	-466479418	-235220706
B_483	-466485965	-235220702
B_482	-466483601	-235219645
B_481	-466480450	-235218233
B_480	-466479878	-235218097
B_479	-466482883	-235212616
B_478	-466481429	-235215387
B_477	-466480353	-235217584
B_476	-466480344	-235217602
B_475	-466477059	-235195552
B_430	-466491030	-235226429
B_429	-466492851	-235223249
B_428	-466500245	-235227144
B_427	-466499063	-235226615
B_426	-466498748	-235226474
B_425	-466497094	-235225733
B_424	-466495026	-235224852
B_423	-466494434	-235224587
B_422	-466494041	-235224411
B_421	-466492465	-235223615
B_420	-466493820	-235221675
B_419	-466493246	-235222506
B_418	-466493234	-235222523
B_417	-466494669	-235220137
B_416	-466495604	-235218275
B_415	-466495708	-235218239
B_414	-466496145	-235225217
B_413	-466496109	-235225292
B_412	-466495890	-235217329
B_411	-466496190	-235217445
B_410	-466496790	-235216454
B_409	-466497038	-235215812
B_408	-466497180	-235215810
B_407	-466497644	-235216617
B_406	-466497655	-235216486
B_405	-466498984	-235212438
B_404	-466498218	-235213864
B_403	-466502530	-235206170
B_402	-466501090	-235208533
B_401	-466499367	-235211712
B_400	-466499950	-235210541
B_399	-466500038	-235210621
B_398	-466505020	-235201627
B_397	-466504058	-235203083
B_396	-466503200	-235204898
B_395	-466503301	-235204364
B_394	-466503390	-235204445
B_393	-466504092	-235204988
B_392	-466504180	-235205069
B_391	-466500720	-235227342
B_390	-466500738	-235227350
B_389	-466501091	-235227512
B_388	-466507357	-235200610
B_387	-466505978	-235199993
B_3399	-466263968	-235245886
B_3398	-466260907	-235246384
B_3397	-466261588	-235246085
B_3396	-466261628	-235246306
B_3395	-466266549	-235245729
B_3394	-466266509	-235245498
B_3393	-466268080	-235245039
B_3392	-466268170	-235245119
B_3391	-466268676	-235244861
B_3390	-466268854	-235245022
B_3389	-466270426	-235244652
B_3388	-466270442	-235244668
B_3387	-466270418	-235244735
B_3386	-466270438	-235244734
B_3385	-466270515	-235244734
B_3384	-466275009	-235243784
B_3383	-466274942	-235243789
B_3382	-466274921	-235243794
B_3381	-466274994	-235243860
B_3380	-466275009	-235243874
B_3379	-466275888	-235243594
B_3378	-466277451	-235243306
B_3377	-466276083	-235242487
B_3376	-466281386	-235241381
B_3375	-466279001	-235241936
B_3374	-466282629	-235242259
B_3373	-466281065	-235242546
B_3372	-466279307	-235242925
B_3371	-466286426	-235240504
B_3370	-466283495	-235240986
B_3369	-466281443	-235241368
B_3368	-466291113	-235231424
B_3367	-466289062	-235231806
B_3366	-466287205	-235232097
B_3365	-466283734	-235232856
B_3364	-466284567	-235232667
B_3363	-466285257	-235233021
B_3362	-466285901	-235236816
B_3361	-466285678	-235235364
B_3360	-466285990	-235236896
B_3359	-466286401	-235238427
B_3358	-466286813	-235240048
B_3357	-466288053	-235245363
B_3356	-466287901	-235244881
B_3355	-466287544	-235243743
B_3354	-466287226	-235241759
B_3353	-466287853	-235245472
B_3352	-466288071	-235245423
B_3351	-466289738	-235246971
B_3350	-466288469	-235247345
B_3349	-466293850	-235230944
B_3348	-466294959	-235233550
B_3347	-466294644	-235231245
B_3346	-466294641	-235231225
B_3345	-466295084	-235235002
B_3344	-466295174	-235235084
B_3342	-466296324	-235242281
B_3341	-466295823	-235240044
B_3340	-466295493	-235237158
B_3339	-466295493	-235237154
B_3338	-466296488	-235230554
B_3337	-466296480	-235236172
B_3336	-466296659	-235236339
B_3335	-466296766	-235237002
B_3334	-466297066	-235238943
B_3333	-466297413	-235239031
B_3332	-466297104	-235239064
B_3331	-466299593	-235230241
B_3330	-466297644	-235230206
B_3329	-466297658	-235230444
B_3328	-466303094	-235234098
B_3327	-466302880	-235232565
B_3326	-466302461	-235230402
B_3325	-466302162	-235229954
B_3324	-466303124	-235235814
B_3323	-466303309	-235235721
B_3322	-466303549	-235237633
B_3321	-466303726	-235237794
B_3320	-466304101	-235240202
B_3319	-466304050	-235239887
B_3318	-466304047	-235239868
B_3317	-466304576	-235243113
B_3316	-466304371	-235242302
B_3315	-466308561	-235240633
B_3314	-466304365	-235241850
B_3312	-466308749	-235231529
B_3268	-466370851	-235218206
B_3267	-466370676	-235217373
B_3266	-466370670	-235217334
B_3265	-466373590	-235216923
B_3264	-466370947	-235216950
B_3263	-466371344	-235220500
B_3262	-466369734	-235219696
B_3261	-466371137	-235219463
B_3260	-466374316	-235233883
B_3259	-466374057	-235232613
B_3258	-466373454	-235229656
B_3257	-466372830	-235226774
B_3256	-466371870	-235224050
B_3255	-466371491	-235222102
B_3254	-466371813	-235242671
B_3253	-466358482	-235246429
B_3252	-466360142	-235246052
B_3251	-466361511	-235245856
B_3250	-466362973	-235245299
B_3249	-466364534	-235244922
B_3248	-466366388	-235244361
B_3247	-466369903	-235243421
B_3246	-466371268	-235242954
B_3245	-466374890	-235236720
B_3244	-466374651	-235235566
B_3243	-466374918	-235236854
B_3242	-466375222	-235238340
B_3241	-466376634	-235235587
B_3240	-466376109	-235235488
B_3239	-466375336	-235235536
B_3238	-466375313	-235235537
B_3237	-466371788	-235242829
B_3236	-466374392	-235242109
B_3235	-466375830	-235241321
B_3234	-466377188	-235246504
B_3233	-466376751	-235244498
B_3232	-466376680	-235244171
B_3231	-466391662	-235250222
B_3230	-466389923	-235249377
B_3229	-466388805	-235248835
B_3228	-466388184	-235248533
B_3227	-466385296	-235247174
B_3226	-466384119	-235246725
Bmi_3207	-466414255	-235267863
Bmi_3191	-466401520	-235290166
Bmi_3190	-466401599	-235290166
Bmi_3186	-466401567	-235290166
B_1450	-466229819	-235246914
B_1449	-466232159	-235253975
B_1448	-466231894	-235246973
B_1447	-466254888	-235254219
B_1446	-466251255	-235254084
B_1445	-466241065	-235254363
B_1444	-466232263	-235254654
B_1443	-466259453	-235253570
B_1442	-466292521	-235250283
B_1441	-466289233	-235253658
B_1440	-466283640	-235252814
B_1439	-466281120	-235252027
B_1438	-466289144	-235253577
B_1437	-466283551	-235252734
B_1436	-466284704	-235251719
B_1435	-466290358	-235249583
B_1434	-466292432	-235250202
B_1433	-466292712	-235249920
B_1432	-466401642	-235290169
B_1431	-466401638	-235290144
B_1430	-466403961	-235286129
B_1429	-466401719	-235290021
B_1428	-466401626	-235290060
B_1427	-466410867	-235273084
B_1426	-466413740	-235273789
B_1425	-466408534	-235278042
B_1424	-466411005	-235273223
B_1423	-466405603	-235282392
B_1422	-466414255	-235267863
B_1421	-466406416	-235281434
B_1420	-466410950	-235273236
B_1419	-466410899	-235273112
B_1418	-466308436	-235266235
B_1417	-466308525	-235266316
B_1416	-466308613	-235266396
B_1415	-466308703	-235266475
B_1414	-466312782	-235254884
B_1413	-466312871	-235254964
B_1412	-466370555	-235250167
B_1368	-466290167	-235248946
B_1367	-466290259	-235249584
B_1366	-466290244	-235249571
B_1365	-466293282	-235249617
B_1364	-466290163	-235249504
B_1363	-466290854	-235250120
B_1362	-466291638	-235250202
B_1361	-466292622	-235249749
B_1360	-466292695	-235249815
B_1359	-466292711	-235249829
B_1358	-466295055	-235249263
B_1357	-466296676	-235244920
B_1356	-466296909	-235248702
B_1355	-466296328	-235242302
B_1354	-466296765	-235245000
B_1353	-466297075	-235246352
B_1352	-466297363	-235243086
B_1351	-466297742	-235243027
B_1350	-466298417	-235244950
B_1349	-466298049	-235245045
B_1348	-466301088	-235246220
B_1347	-466298874	-235247536
B_1346	-466304268	-235244399
B_1345	-466302744	-235245300
B_1344	-466302713	-235245319
B_1343	-466304576	-235243113
B_1342	-466304576	-235243133
B_1341	-466304555	-235243945
B_1340	-466306372	-235252220
B_1339	-466306613	-235254642
B_1338	-466306748	-235254633
B_1337	-466307105	-235257535
B_1336	-466307533	-235260510
B_1335	-466307209	-235259650
B_1334	-466307204	-235259589
B_1333	-466307321	-235259610
B_1332	-466310773	-235261199
B_1331	-466307742	-235261592
B_1330	-466308366	-235264565
B_1329	-466308882	-235266637
B_1328	-466319569	-235251715
B_1327	-466316543	-235252560
B_1326	-466313419	-235253404
B_1282	-466332722	-235254196
B_1281	-466333782	-235263294
B_1280	-466333804	-235263314
B_1279	-466332413	-235263813
B_1278	-466334194	-235253648
B_1277	-466334201	-235253654
B_1276	-466334284	-235253727
B_1275	-466335963	-235253254
B_1274	-466336750	-235253069
B_1273	-466337553	-235253756
B_1272	-466337473	-235253695
B_1271	-466338903	-235252454
B_1270	-466343151	-235251220
B_1269	-466339379	-235252315
B_1268	-466339359	-235252320
B_1267	-466340559	-235261527
B_1266	-466333859	-235263363
B_1265	-466335697	-235262887
B_1264	-466339300	-235262027
B_1263	-466342308	-235261218
B_1262	-466340649	-235261608
B_1261	-466340841	-235251691
B_1260	-466341018	-235251850
B_1259	-466342198	-235251396
B_1258	-466342287	-235251477
B_1257	-466343436	-235260570
B_1256	-466343284	-235260858
B_1255	-466343079	-235242637
B_1254	-466343934	-235251002
B_1253	-466345848	-235254329
B_1252	-466344936	-235251810
B_1251	-466345000	-235248297
B_1250	-466345366	-235260392
B_1249	-466345345	-235260397
B_1248	-466343257	-235242798
B_1247	-466343565	-235243877
B_1246	-466344578	-235246667
B_1245	-466345088	-235248377
B_1244	-466345394	-235249277
B_1243	-466345476	-235249772
B_1242	-466352825	-235248296
B_1241	-466349312	-235249325
B_1240	-466347751	-235249794
B_1196	-466370912	-235250072
B_1195	-466371290	-235252184
B_1194	-466371284	-235252165
B_1193	-466371591	-235253088
B_1192	-466371488	-235252781
B_1191	-466371483	-235252763
B_1190	-466371793	-235253695
B_1189	-466372388	-235254321
B_1188	-466372530	-235249638
B_1187	-466372674	-235249600
B_1186	-466373307	-235249435
B_1185	-466374479	-235249152
B_1184	-466371797	-235263586
B_1183	-466372892	-235262225
B_1182	-466373767	-235254939
B_1181	-466372901	-235262212
B_1180	-466375122	-235255660
B_1179	-466374873	-235259754
B_1178	-466376088	-235257893
B_1177	-466376067	-235249025
B_1176	-466376042	-235248864
B_1175	-466376100	-235257875
B_1174	-466376393	-235256074
B_1173	-466376334	-235256214
B_1172	-466384305	-235259704
B_1171	-466376209	-235257693
B_1170	-466377263	-235256589
B_1169	-466377188	-235246504
B_1168	-466377193	-235246523
B_1167	-466382288	-235247173
B_1166	-466379362	-235248017
B_1165	-466377701	-235248395
B_1164	-466379823	-235268700
B_1163	-466380541	-235247562
B_1162	-466380630	-235247642
B_1161	-466380680	-235258045
B_1160	-466380770	-235258125
B_1159	-466380859	-235258204
B_1158	-466381836	-235265156
B_1157	-466379147	-235270234
B_1156	-466379912	-235268781
B_1155	-466380583	-235267600
B_1154	-466381925	-235265238
B_1110	-466390534	-235264515
B_1109	-466391200	-235262881
B_1108	-466397395	-235265797
B_1107	-466395534	-235264914
B_1106	-466394253	-235264295
B_1105	-466391890	-235263236
B_1104	-466392257	-235261246
B_1103	-466392267	-235261229
B_1102	-466393522	-235251288
B_1101	-466393559	-235251243
B_1100	-466394713	-235256573
B_1099	-466396005	-235254000
B_1098	-466392582	-235260712
B_1097	-466393129	-235259792
B_1096	-466394957	-235256404
B_1095	-466395838	-235254821
B_1094	-466396193	-235254161
B_1093	-466396804	-235253172
B_1092	-466396941	-235252834
B_1091	-466397288	-235272990
B_1090	-466397312	-235273011
B_1089	-466398547	-235270744
B_1088	-466397376	-235273070
B_1087	-466397504	-235253100
B_1086	-466397484	-235253092
B_1085	-466399901	-235268386
B_1084	-466398476	-235267467
B_1083	-466400126	-235254481
B_1082	-466400251	-235254331
B_1081	-466400153	-235267031
B_1080	-466400159	-235267037
B_1079	-466401709	-235267822
B_1078	-466402184	-235255440
B_1077	-466403813	-235255989
B_1076	-466402319	-235255300
B_1075	-466402765	-235262770
B_1074	-466403022	-235268465
B_1073	-466403003	-235268456
B_1072	-466399599	-235267919
B_1071	-466402346	-235269217
B_1070	-466405382	-235269593
B_1069	-466404049	-235268961
B_1068	-466402854	-235262850
B_1452	-466232379	-235253900
B_1451	-466231900	-235246971
B_1450	-466232868	-235257408
B_1449	-466257857	-235302129
B_1448	-466257861	-235301571
B_1447	-466257872	-235300160
B_1446	-466257871	-235300131
B_1445	-466273374	-235296433
B_1444	-466257178	-235268402
B_1443	-466252711	-235274044
B_1442	-466252607	-235269862
B_1441	-466252659	-235271648
B_1440	-466252347	-235264466
B_1439	-466252269	-235263604
B_1438	-466252255	-235263454
B_1437	-466249797	-235262654
B_1436	-466248779	-235262324
B_1435	-466246563	-235261581
B_1434	-466244723	-235260965
B_1433	-466243401	-235260523
B_1432	-466243353	-235260504
B_1431	-466240975	-235257463
B_1430	-466240903	-235255866
B_1429	-466240655	-235255385
B_1428	-466240663	-235255210
B_1426	-466275963	-235280258
B_1425	-466275472	-235281158
B_1424	-466292334	-235295534
B_1423	-466292330	-235295535
B_1422	-466289526	-235295525
B_1421	-466288834	-235295729
B_1420	-466288768	-235295750
B_1419	-466288617	-235295794
B_1418	-466292261	-235295556
B_1417	-466257153	-235273544
B_1416	-466257141	-235275186
B_1415	-466257118	-235278196
B_1414	-466257147	-235280543
B_1413	-466302891	-235292438
B_1412	-466302865	-235292445
B_1411	-466300358	-235293181
B_1410	-466300345	-235293186
B_1409	-466297296	-235294102
B_3311	-466309558	-235234121
B_3310	-466310075	-235236283
B_3309	-466310684	-235238173
B_3308	-466310724	-235238183
B_3307	-466312247	-235239029
B_3306	-466315338	-235242277
B_3305	-466313571	-235239591
B_3304	-466314597	-235237679
B_3303	-466312901	-235238745
B_3302	-466312901	-235246188
B_3301	-466317790	-235242523
B_3300	-466315265	-235244265
B_3299	-466316707	-235243163
B_3298	-466320354	-235240964
B_3297	-466326534	-235236831
B_3296	-466323521	-235238670
B_3295	-466320316	-235240871
B_3294	-466331878	-235233435
B_3293	-466330607	-235234285
B_3292	-466329296	-235235158
B_3291	-466329591	-235235390
B_3290	-466333832	-235231446
B_3289	-466334009	-235231606
B_3288	-466336338	-235229866
B_3287	-466338574	-235228308
B_3286	-466341094	-235226204
B_3285	-466338594	-235228290
B_3284	-466338578	-235228302
B_3283	-466351691	-235219952
B_3282	-466350034	-235220692
B_3281	-466348284	-235221614
B_3280	-466345755	-235222995
B_3279	-466343246	-235224696
B_3278	-466343328	-235224736
B_3277	-466370792	-235216952
B_3276	-466368009	-235216981
B_3275	-466365101	-235216896
B_3274	-466358405	-235217641
B_3273	-466355007	-235218834
B_3272	-466360053	-235245971
B_3271	-466362059	-235217327
B_3270	-466362043	-235217116
B_3269	-466370880	-235218292
B_3225	-466383692	-235246562
B_3224	-466382022	-235246931
B_3223	-466380363	-235247400
B_3222	-466379094	-235247775
B_3221	-466377434	-235248154
B_3220	-466378618	-235238654
B_3219	-466377262	-235236725
B_3218	-466378295	-235235493
B_3217	-466378284	-235235579
B_3216	-466397708	-235252986
B_3215	-466395696	-235252085
B_3214	-466393592	-235251112
B_3213	-466395662	-235275565
B_3212	-466395968	-235274833
B_3211	-466396028	-235274688
B_3210	-466396340	-235273942
B_3209	-466396568	-235273511
B_3208	-466396962	-235272761
B_3207	-466403776	-235255787
B_3206	-466402340	-235255166
B_3205	-466400271	-235254218
B_3204	-466398207	-235270491
B_3203	-466399797	-235268309
B_3202	-466399933	-235268050
B_3201	-466400412	-235267143
B_3200	-466400658	-235266675
B_3199	-466401526	-235264869
B_3198	-466402586	-235262609
B_3197	-466403646	-235260440
B_3196	-466404408	-235259429
B_3195	-466405720	-235257500
B_3194	-466406537	-235256095
B_3193	-466405724	-235256688
Bmi_3242	-466406549	-235271181
Bmi_3241	-466406536	-235271181
Bmi_3234	-466396600	-235274520
Bmi_3228	-466397637	-235251352
Bmi_3223	-466356388	-235253821
Bmi_3218	-466356394	-235253821
Bmi_3217	-466403997	-235286129
Bmi_3215	-466406416	-235281434
Bmi_3213	-466408534	-235278042
Bmi_3209	-466413770	-235273789
B_1411	-466395844	-235266277
B_1410	-466407209	-235271452
B_1409	-466406584	-235271181
B_1408	-466397236	-235272954
B_1407	-466396603	-235274511
B_1406	-466396608	-235274502
B_1405	-466397029	-235273719
B_1404	-466397605	-235251352
B_1403	-466356378	-235253821
B_1402	-466308994	-235267161
B_1401	-466297382	-235247684
B_1400	-466297386	-235247702
B_1399	-466298054	-235245075
B_1398	-466298342	-235247196
B_1397	-466298361	-235247331
B_1396	-466308362	-235264546
B_1395	-466396830	-235266706
B_1394	-466398971	-235266502
B_1393	-466315328	-235254129
B_1392	-466391584	-235250370
B_1391	-466395634	-235252240
B_1390	-466385523	-235273484
B_1389	-466257607	-235253898
B_1388	-466258555	-235253464
B_1387	-466259651	-235253588
B_1386	-466259648	-235253568
B_1385	-466258593	-235253795
B_1384	-466278637	-235252144
B_1383	-466273061	-235252654
B_1382	-466269445	-235253233
B_1381	-466264941	-235253371
B_1380	-466260733	-235253595
B_1379	-466259663	-235253669
B_1378	-466266713	-235253361
B_1377	-466266809	-235253444
B_1376	-466275811	-235252452
B_1375	-466275905	-235252542
B_1374	-466284703	-235251629
B_1373	-466284680	-235251631
B_1372	-466282257	-235251835
B_1371	-466281000	-235252029
B_1370	-466280998	-235252009
B_1369	-466280991	-235251939
B_1325	-466312776	-235251254
B_1324	-466312924	-235252959
B_1323	-466313049	-235255125
B_1322	-466313159	-235256117
B_1321	-466313558	-235259073
B_1320	-466313908	-235261096
B_1319	-466313905	-235261075
B_1318	-466314093	-235262613
B_1317	-466314070	-235262474
B_1316	-466314048	-235263079
B_1315	-466314176	-235263104
B_1314	-466313559	-235259093
B_1313	-466313904	-235261063
B_1312	-466314153	-235259514
B_1311	-466314651	-235265944
B_1310	-466314383	-235264006
B_1309	-466315180	-235253815
B_1308	-466314786	-235253029
B_1307	-466320134	-235257863
B_1306	-466318475	-235258331
B_1305	-466317792	-235258519
B_1304	-466316718	-235258800
B_1303	-466316133	-235258988
B_1302	-466315611	-235259113
B_1301	-466315204	-235259231
B_1300	-466320621	-235257677
B_1299	-466321137	-235251075
B_1298	-466321226	-235251156
B_1297	-466325501	-235256258
B_1296	-466322172	-235257242
B_1295	-466321409	-235257450
B_1294	-466323178	-235250594
B_1293	-466323751	-235256647
B_1292	-466323842	-235256727
B_1291	-466323871	-235249611
B_1290	-466324050	-235249772
B_1289	-466328830	-235256314
B_1288	-466328742	-235256233
B_1287	-466327940	-235255510
B_1286	-466329404	-235255134
B_1285	-466332193	-235255497
B_1284	-466332138	-235255259
B_1283	-466335943	-235253259
B_1239	-466345500	-235249908
B_1238	-466346268	-235250172
B_1237	-466352319	-235254893
B_1236	-466349879	-235255550
B_1235	-466348023	-235255931
B_1234	-466346361	-235256220
B_1233	-466346855	-235258074
B_1232	-466346968	-235257995
B_1231	-466346971	-235258020
B_1230	-466346701	-235260009
B_1229	-466347279	-235259190
B_1228	-466355051	-235254142
B_1227	-466352349	-235254885
B_1226	-466352329	-235254890
B_1225	-466356409	-235253814
B_1224	-466358482	-235246429
B_1223	-466358462	-235246438
B_1222	-466355468	-235247374
B_1221	-466355557	-235247454
B_1220	-466357697	-235253400
B_1219	-466357786	-235253481
B_1218	-466363545	-235251975
B_1217	-466362276	-235252350
B_1216	-466362270	-235252352
B_1215	-466360320	-235252888
B_1214	-466360226	-235252914
B_1213	-466360513	-235253106
B_1212	-466361040	-235256244
B_1211	-466360837	-235254713
B_1210	-466361709	-235261761
B_1209	-466361497	-235260050
B_1208	-466361128	-235256990
B_1207	-466362954	-235262641
B_1206	-466361954	-235263727
B_1205	-466363242	-235270391
B_1204	-466362538	-235267171
B_1203	-466362321	-235266190
B_1202	-466365101	-235250343
B_1201	-466368829	-235250625
B_1200	-466368809	-235250629
B_1199	-466365191	-235250423
B_1198	-466366083	-235251296
B_1197	-466370676	-235250546
B_1153	-466383255	-235262804
B_1152	-466388087	-235248738
B_1151	-466385230	-235247413
B_1150	-466384048	-235246884
B_1149	-466385084	-235259335
B_1148	-466383266	-235262785
B_1147	-466384030	-235261331
B_1146	-466386275	-235260586
B_1145	-466384699	-235259881
B_1144	-466385607	-235258386
B_1143	-466385597	-235258404
B_1142	-466385711	-235270054
B_1141	-466386595	-235261947
B_1140	-466386805	-235270975
B_1139	-466386709	-235256006
B_1138	-466386805	-235256066
B_1137	-466386842	-235256087
B_1136	-466385930	-235270183
B_1135	-466385562	-235273398
B_1134	-466385934	-235272691
B_1133	-466386894	-235271054
B_1132	-466386684	-235262027
B_1131	-466387555	-235261204
B_1130	-466387542	-235267265
B_1129	-466387666	-235254400
B_1128	-466387632	-235267345
B_1127	-466387468	-235269965
B_1126	-466388625	-235267704
B_1125	-466389101	-235251617
B_1124	-466388348	-235252454
B_1123	-466388526	-235252616
B_1122	-466388550	-235252637
B_1121	-466390313	-235262531
B_1120	-466388737	-235261734
B_1119	-466388043	-235268966
B_1118	-466388713	-235267785
B_1117	-466389000	-235267150
B_1116	-466389757	-235265895
B_1115	-466391567	-235250361
B_1114	-466389761	-235249533
B_1113	-466391491	-235262699
B_1112	-466389768	-235265877
B_1111	-466389837	-235265756
B_1067	-466404003	-235260761
B_1066	-466404586	-235259590
B_1065	-466405678	-235256834
B_1064	-466407549	-235254493
B_1063	-466406687	-235256037
B_1062	-466404675	-235259670
B_1061	-466405824	-235257581
B_1060	-466406087	-235257034
B_1059	-466407617	-235270660
B_1058	-466406428	-235270110
B_1057	-466410053	-235258981
B_1056	-466407688	-235257831
B_1055	-466410409	-235271981
B_1054	-466408336	-235271000
B_1053	-466408661	-235272091
B_1052	-466408528	-235272029
B_1051	-466403687	-235269813
B_1050	-466405017	-235270484
B_1049	-466405216	-235270585
B_1048	-466405734	-235270810
B_1047	-466406026	-235270938
B_1046	-466406511	-235271149
B_1045	-466408225	-235252959
B_1044	-466408313	-235253040
B_1043	-466409830	-235272710
B_1042	-466409392	-235272363
B_1041	-466409371	-235272363
B_1040	-466409259	-235272366
B_1039	-466411541	-235259697
B_1038	-466411630	-235259777
B_1037	-466414095	-235261106
B_1036	-466414205	-235253438
B_1035	-466414250	-235257050
B_1034	-466414280	-235252345
B_1033	-466414294	-235253518
B_1032	-466414319	-235255504
B_1031	-466414338	-235257129
B_1030	-466414359	-235258825
B_1029	-466414359	-235258846
B_1028	-466415766	-235261629
B_1027	-466414388	-235261193
B_1454	-466229807	-235246898
B_1453	-466232576	-235255390
B_1408	-466297284	-235294104
B_1407	-466295122	-235294729
B_1406	-466295108	-235294734
B_1405	-466305288	-235291768
B_1404	-466307561	-235291099
B_1403	-466307595	-235291089
B_1402	-466309546	-235290558
B_1401	-466257178	-235267160
B_1400	-466257178	-235267163
B_1399	-466255229	-235266070
B_1398	-466257170	-235266204
B_1397	-466241045	-235258915
B_1396	-466241070	-235259050
B_1395	-466241220	-235259800
B_1394	-466241969	-235260024
B_1393	-466254965	-235262275
B_1392	-466256898	-235260441
B_1391	-466257024	-235262677
B_1390	-466257038	-235263937
B_1389	-466257038	-235264006
B_1388	-466257486	-235264529
B_1387	-466259347	-235265356
B_1386	-466252588	-235262442
B_1384	-466311786	-235289910
B_1383	-466309740	-235290504
B_1382	-466309725	-235290508
B_1381	-466309688	-235290518
B_1380	-466291883	-235296118
B_1379	-466290365	-235295709
B_1378	-466290130	-235295646
B_1377	-466287751	-235296013
B_1376	-466286536	-235296319
B_1374	-466290200	-235295327
B_1373	-466289603	-235295504
B_1372	-466275290	-235281209
B_1371	-466274820	-235281325
B_1370	-466274759	-235281341
B_1369	-466273245	-235280671
B_1368	-466271412	-235279895
B_1367	-466233337	-235255509
B_1366	-466234899	-235255445
B_1365	-466235032	-235255440
B_1364	-466236855	-235255365
B_1363	-466236951	-235255362
B_1362	-466238809	-235255285
B_1361	-466240568	-235255214
B_1360	-466252540	-235266731
B_1359	-466252474	-235265868
B_1358	-466252347	-235255560
B_1357	-466252430	-235257946
B_1356	-466252534	-235260935
B_1355	-466252565	-235261806
B_1354	-466257709	-235294444
B_1353	-466258001	-235307081
B_1352	-466258134	-235305297
B_1351	-466257919	-235303563
B_1350	-466258759	-235266335
B_1349	-466258818	-235266361
B_1348	-466260593	-235267170
B_1347	-466262359	-235267974
B_1346	-466263430	-235268463
B_1345	-466265971	-235269621
B_1344	-466267342	-235270246
B_1343	-466269215	-235271100
B_1342	-466257567	-235273637
B_1341	-466257701	-235273698
B_1340	-466258669	-235274141
B_1339	-466260440	-235274950
B_1338	-466264762	-235302498
B_1337	-466263709	-235304495
B_1336	-466265488	-235301197
B_1335	-466266830	-235298439
B_1334	-466266836	-235298427
B_1333	-466268013	-235296142
B_1332	-466268138	-235295883
B_1331	-466268582	-235294961
B_1330	-466270715	-235301727
B_1329	-466269395	-235304147
B_1327	-466274926	-235293648
B_1326	-466268584	-235294956
B_1325	-466268709	-235294719
B_1324	-466268730	-235294681
B_1323	-466268828	-235294498
B_1322	-466269638	-235292965
B_1321	-466270211	-235291695
B_1320	-466270348	-235291448
B_1276	-466233088	-235291360
B_1275	-466229840	-235289949
B_1274	-466228438	-235289449
B_1273	-466226888	-235288896
B_1271	-466232763	-235256797
B_1270	-466224421	-235271313
B_1269	-466225284	-235269949
B_1268	-466226247	-235268494
B_1267	-466226919	-235267402
B_1266	-466227688	-235266312
B_1265	-466228746	-235264675
B_1264	-466230572	-235261856
B_1263	-466231533	-235260312
B_1262	-466232550	-235258696
B_1261	-466232780	-235257418
B_1260	-466232854	-235257484
B_1259	-466232869	-235257498
B_1258	-466234870	-235292073
B_1257	-466234959	-235292152
B_1256	-466236338	-235292771
B_1255	-466237425	-235293572
B_1254	-466237028	-235293125
B_1253	-466237258	-235291799
B_1252	-466237090	-235292036
B_1251	-466238209	-235297514
B_1250	-466238550	-235297444
B_1249	-466240082	-235294538
B_1248	-466243529	-235296127
B_1247	-466242544	-235295686
B_1246	-466243132	-235294875
B_1245	-466243221	-235294956
B_1244	-466249933	-235298875
B_1243	-466246633	-235297127
B_1242	-466246613	-235297117
B_1241	-466251893	-235254874
B_1240	-466249850	-235254936
B_1239	-466247617	-235255004
B_1238	-466247538	-235255006
B_1237	-466242947	-235255117
B_1236	-466243096	-235255113
B_1235	-466245580	-235255052
B_1234	-466248659	-235298431
B_1233	-466248790	-235298256
B_1189	-466272601	-235268216
B_1188	-466272258	-235268913
B_1187	-466271899	-235269643
B_1186	-466272925	-235297354
B_1185	-466273275	-235296644
B_1184	-466273376	-235296435
B_1183	-466273594	-235295994
B_1182	-466281949	-235297631
B_1181	-466277688	-235298622
B_1180	-466277743	-235298825
B_1179	-466280591	-235297925
B_1178	-466280721	-235297992
B_1177	-466283722	-235296908
B_1176	-466283850	-235297095
Bmi_3178	-466319874	-235293049
Bmi_3173	-466319878	-235293049
Bmi_3172	-466328341	-235319206
B_411	-466229811	-235246883
B_410	-466232238	-235253983
B_409	-466231868	-235246952
B_408	-466228924	-235255192
B_407	-466232355	-235254894
B_406	-466328341	-235319206
B_405	-466328334	-235319188
B_404	-466328329	-235319170
B_403	-466281532	-235320293
B_402	-466311929	-235289869
B_401	-466331116	-235323846
B_400	-466329676	-235324098
B_399	-466329663	-235324202
B_398	-466319888	-235293049
B_397	-466319884	-235293039
B_396	-466212819	-235276540
B_395	-466251679	-235311341
