CAI  0108;3483;-46,6381990;-23,5325971
CAI  0108;3481;-46,6384794;-23,5324510
CAI  0108;3479;-46,6385121;-23,5320416
CAI  0108;3477;-46,6388395;-23,5316402
CAI  0108;3475;-46,6389394;-23,5313037
CAI  0108;3473;-46,6391259;-23,5309517
CAI  0108;3471;-46,6392091;-23,5307863
CAI  0108;3469;-46,6393904;-23,5305994
CAI  0108;3467;-46,6395542;-23,5315222
CAI  0108;3465;-46,6396042;-23,5314158
CAI  0108;3463;-46,6397188;-23,5312133
CAI  0108;3461;-46,6397951;-23,5297131
CAI  0108;3459;-46,6398280;-23,5296594
CAI  0108;3457;-46,6399425;-23,5294620
CAI  0108;3455;-46,6399926;-23,5307099
CAI  0108;3453;-46,6402625;-23,5302081
CAI  0108;3451;-46,6403954;-23,5299669
CAI  0108;3449;-46,6405130;-23,5291933
CAI  0108;3398;-46,6391363;-23,5308799
CAI  0108;3395;-46,6391347;-23,5308799
CAI  0108;3394;-46,6391375;-23,5308799
CAI  0108;3392;-46,6391384;-23,5308799
CAI  0108;3384;-46,6387947;-23,5314922
CAI  0108;3382;-46,6387905;-23,5314922
CAI  0108;3380;-46,6387924;-23,5314922
CAI  0108;3378;-46,6387937;-23,5314922
CAI  0108;3375;-46,6401570;-23,5290239
CAI  0108;3371;-46,6401601;-23,5290239
CAI  0108;3368;-46,6401626;-23,5290239
CAI  0108;3366;-46,6401623;-23,5290166
CAI  0108;3360;-46,6401523;-23,5290239
CAI  0108;3354;-46,6398319;-23,5321511
CAI  0108;3349;-46,6398305;-23,5321412
CAI  0108;790;-46,6254782;-23,5254272
CAI  0108;789;-46,6259270;-23,5255363
CAI  0108;788;-46,6254951;-23,5254315
CAI  0108;787;-46,6251238;-23,5254138
CAI  0108;786;-46,6241151;-23,5254423
CAI  0108;785;-46,6232050;-23,5254791
CAI  0108;784;-46,6240963;-23,5254429
CAI  0108;783;-46,6231954;-23,5254708
CAI  0108;782;-46,6231513;-23,5249375
CAI  0108;781;-46,6231517;-23,5249214
CAI  0108;780;-46,6231823;-23,5243871
CAI  0108;778;-46,6231734;-23,5243766
CAI  0108;777;-46,6398241;-23,5321697
CAI  0108;776;-46,6398405;-23,5321606
CAI  0108;775;-46,6398321;-23,5321511
CAI  0108;774;-46,6398169;-23,5321311
CAI  0108;773;-46,6398305;-23,5321412
CAI  0108;772;-46,6355954;-23,5316229
CAI  0108;771;-46,6356597;-23,5316096
CAI  0108;770;-46,6356284;-23,5316313
CAI  0108;769;-46,6356201;-23,5316333
CAI  0108;768;-46,6382347;-23,5324836
CAI  0108;767;-46,6379522;-23,5329945
CAI  0108;766;-46,6378612;-23,5331019
CAI  0108;765;-46,6374770;-23,5336638
CAI  0108;764;-46,6373174;-23,5338929
CAI  0108;763;-46,6376157;-23,5335234
CAI  0108;762;-46,6373325;-23,5339034
CAI  0108;761;-46,6377438;-23,5333254
CAI  0108;760;-46,6377449;-23,5333238
CAI  0108;759;-46,6380230;-23,5329356
CAI  0108;758;-46,6380216;-23,5329373
CAI  0108;757;-46,6387899;-23,5314922
CAI  0108;756;-46,6387804;-23,5315029
CAI  0108;755;-46,6383429;-23,5322916
CAI  0108;754;-46,6383292;-23,5323164
CAI  0108;753;-46,6384794;-23,5324510
CAI  0108;752;-46,6384779;-23,5324496
CAI  0108;751;-46,6385121;-23,5320416
CAI  0108;750;-46,6385109;-23,5320433
CAI  0108;749;-46,6382005;-23,5325971
CAI  0108;748;-46,6378698;-23,5331063
CAI  0108;747;-46,6379613;-23,5330006
CAI  0108;746;-46,6387954;-23,5314809
CAI  0108;745;-46,6388395;-23,5316402
CAI  0108;744;-46,6388403;-23,5316388
CAI  0108;743;-46,6397796;-23,5321370
CAI  0108;742;-46,6393844;-23,5318715
CAI  0108;741;-46,6388146;-23,5314886
CAI  0108;740;-46,6383378;-23,5323217
CAI  0108;739;-46,6388103;-23,5314877
CAI  0108;738;-46,6389397;-23,5313019
CAI  0108;737;-46,6388925;-23,5313606
CAI  0108;736;-46,6387979;-23,5314744
CAI  0108;735;-46,6388055;-23,5314546
CAI  0108;734;-46,6391332;-23,5308816
CAI  0108;733;-46,6391342;-23,5308799
CAI  0108;732;-46,6391259;-23,5309517
CAI  0108;731;-46,6391269;-23,5309499
CAI  0108;730;-46,6391390;-23,5308720
CAI  0108;729;-46,6391433;-23,5308618
CAI  0108;728;-46,6393337;-23,5305171
CAI  0108;727;-46,6392091;-23,5307863
CAI  0108;726;-46,6392100;-23,5307845
CAI  0108;725;-46,6393436;-23,5305052
CAI  0108;724;-46,6388188;-23,5314873
CAI  0108;723;-46,6397951;-23,5297131
CAI  0108;722;-46,6397930;-23,5297137
CAI  0108;721;-46,6397353;-23,5297266
CAI  0108;720;-46,6395159;-23,5301427
CAI  0108;719;-46,6395040;-23,5301436
CAI  0108;718;-46,6395542;-23,5315222
CAI  0108;717;-46,6396042;-23,5314158
CAI  0108;716;-46,6396071;-23,5314150
CAI  0108;715;-46,6395567;-23,5315181
CAI  0108;714;-46,6395948;-23,5314352
CAI  0108;713;-46,6397183;-23,5312133
CAI  0108;712;-46,6398280;-23,5296594
CAI  0108;711;-46,6401534;-23,5290422
CAI  0108;710;-46,6400841;-23,5291545
CAI  0108;709;-46,6399425;-23,5294620
CAI  0108;708;-46,6399413;-23,5294636
CAI  0108;707;-46,6393944;-23,5318738
CAI  0108;706;-46,6398001;-23,5321249
CAI  0108;705;-46,6399926;-23,5307099
CAI  0108;704;-46,6393904;-23,5305994
CAI  0108;703;-46,6393897;-23,5305975
CAI  0108;702;-46,6393559;-23,5305044
CAI  0108;701;-46,6399918;-23,5307120
CAI  0108;700;-46,6397045;-23,5313712
CAI  0108;699;-46,6401530;-23,5290166
CAI  0108;698;-46,6401338;-23,5290129
CAI  0108;697;-46,6401618;-23,5290239
CAI  0108;696;-46,6404986;-23,5291927
CAI  0108;695;-46,6405108;-23,5291933
CAI  0108;694;-46,6405130;-23,5291933
CAI  0108;693;-46,6401505;-23,5290227
CAI  0108;692;-46,6400717;-23,5291527
CAI  0108;691;-46,6397342;-23,5297064
CAI  0108;690;-46,6397288;-23,5297250
CAI  0108;689;-46,6402625;-23,5302081
CAI  0108;688;-46,6402628;-23,5302075
CAI  0108;687;-46,6403919;-23,5299644
CAI  0108;686;-46,6400130;-23,5307979
CAI  0108;685;-46,6403713;-23,5301321
CAI  0108;684;-46,6407475;-23,5293638
CAI  0108;683;-46,6411398;-23,5294794
CAI  0108;682;-46,6411369;-23,5294792
CAI  0108;681;-46,6414266;-23,5296442
CAI  0108;680;-46,6398045;-23,5289772
CAI  0108;679;-46,6382415;-23,5310771
CAI  0108;678;-46,6283730;-23,5253610
CAI  0108;677;-46,6283723;-23,5253547
CAI  0108;676;-46,6257367;-23,5255594
CAI  0108;675;-46,6257516;-23,5255579
CAI  0108;674;-46,6258294;-23,5255504
CAI  0108;673;-46,6365799;-23,5313427
CAI  0108;672;-46,6367109;-23,5313545
CAI  0108;671;-46,6390150;-23,5286512
CAI  0108;670;-46,6391338;-23,5287199
CAI  0108;669;-46,6364297;-23,5314292
CAI  0108;668;-46,6364316;-23,5314288
CAI  0108;667;-46,6365905;-23,5313866
CAI  0108;666;-46,6366212;-23,5313785
CAI  0108;665;-46,6368261;-23,5313246
CAI  0108;664;-46,6368269;-23,5313244
CAI  0108;663;-46,6369575;-23,5312883
CAI  0108;662;-46,6369584;-23,5312881
CAI  0108;661;-46,6315680;-23,5272899
CAI  0108;660;-46,6381332;-23,5309668
CAI  0108;659;-46,6380088;-23,5310120
CAI  0108;658;-46,6380092;-23,5310120
CAI  0108;657;-46,6259413;-23,5255398
CAI  0108;656;-46,6287975;-23,5254949
CAI  0108;655;-46,6275026;-23,5254064
CAI  0108;654;-46,6287850;-23,5255264
CAI  0108;653;-46,6287867;-23,5256279
CAI  0108;652;-46,6287613;-23,5254493
CAI  0108;651;-46,6287840;-23,5254862
CAI  0108;650;-46,6285149;-23,5253344
CAI  0108;649;-46,6283826;-23,5253291
CAI  0108;648;-46,6283711;-23,5253286
CAI  0108;647;-46,6283657;-23,5253291
CAI  0108;646;-46,6280778;-23,5253545
CAI  0108;645;-46,6278238;-23,5253779
CAI  0108;644;-46,6272487;-23,5254291
CAI  0108;643;-46,6269369;-23,5254568
CAI  0108;642;-46,6261924;-23,5255167
CAI  0108;641;-46,6385555;-23,5313200
CAI  0108;640;-46,6385023;-23,5312863
CAI  0108;639;-46,6291493;-23,5262214
CAI  0108;638;-46,6291505;-23,5262198
CAI  0108;637;-46,6292342;-23,5261259
CAI  0108;636;-46,6323922;-23,5273570
CAI  0108;635;-46,6267612;-23,5254706
